personnel_id,snapshot_month,training_module_id,training_module_name,training_status,completion_percentage,training_completion_date,training_due_date
P0027,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-13,2024-10-31
P0028,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-07,2024-10-31
P0028,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-14,2024-10-31
P0028,2024-10,TRN003,Workplace Harassment Prevention,In Progress,83,,2024-10-31
P0028,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-31,2024-10-31
P0029,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-14,2024-10-31
P0029,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-24,2024-10-31
P0029,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-13,2024-10-31
P0029,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-26,2024-10-31
P0030,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-10,2024-10-31
P0030,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-10,2024-10-31
P0030,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-18,2024-10-31
P0030,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-09-30,2024-10-31
P0031,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-09-30,2024-10-31
P0031,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-09-30,2024-10-31
P0031,2024-10,TRN003,Workplace Harassment Prevention,In Progress,76,,2024-10-31
P0031,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-05,2024-10-31
P0032,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-03,2024-10-31
P0032,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-19,2024-10-31
P0032,2024-10,TRN003,Workplace Harassment Prevention,Not Started,0,,2024-10-31
P0032,2024-10,TRN004,Ethics & Compliance Fundamentals,In Progress,88,,2024-10-31
P0033,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-21,2024-10-31
P0033,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-19,2024-10-31
P0033,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-06,2024-10-31
P0033,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-04,2024-10-31
P0034,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-02,2024-10-31
P0034,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-25,2024-10-31
P0034,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-02,2024-10-31
P0034,2024-10,TRN004,Ethics & Compliance Fundamentals,In Progress,53,,2024-10-31
P0035,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-18,2024-10-31
P0035,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-06,2024-10-31
P0035,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-05,2024-10-31
P0035,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-15,2024-10-31
P0036,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-23,2024-10-31
P0036,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-15,2024-10-31
P0036,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-31,2024-10-31
P0036,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-13,2024-10-31
P0037,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-29,2024-10-31
P0037,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-10,2024-10-31
P0037,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-20,2024-10-31
P0037,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-17,2024-10-31
P0038,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-10,2024-10-31
P0038,2024-10,TRN002,Data Protection Essentials (GDPR),In Progress,48,,2024-10-31
P0038,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-14,2024-10-31
P0038,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-22,2024-10-31
P0039,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-10,2024-10-31
P0039,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-11,2024-10-31
P0039,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-06,2024-10-31
P0039,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-29,2024-10-31
P0040,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-20,2024-10-31
P0040,2024-10,TRN002,Data Protection Essentials (GDPR),Not Started,0,,2024-10-31
P0040,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-22,2024-10-31
P0040,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-30,2024-10-31
P0041,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-19,2024-10-31
P0041,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-09,2024-10-31
P0041,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-10,2024-10-31
P0041,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-31,2024-10-31
P0042,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-18,2024-10-31
P0042,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-18,2024-10-31
P0042,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-05,2024-10-31
P0042,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-15,2024-10-31
P0043,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-02,2024-10-31
P0043,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-02,2024-10-31
P0043,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-11,2024-10-31
P0043,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-17,2024-10-31
P0044,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-09,2024-10-31
P0044,2024-10,TRN002,Data Protection Essentials (GDPR),Not Started,0,,2024-10-31
P0044,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-05,2024-10-31
P0044,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-02,2024-10-31
P0045,2024-10,TRN001,Annual Security Awareness,In Progress,41,,2024-10-31
P0045,2024-10,TRN002,Data Protection Essentials (GDPR),Not Started,0,,2024-10-31
P0045,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-06,2024-10-31
P0045,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-11,2024-10-31
P0046,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-16,2024-10-31
P0046,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-24,2024-10-31
P0046,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-19,2024-10-31
P0046,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-07,2024-10-31
P0047,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-24,2024-10-31
P0047,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-25,2024-10-31
P0047,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-11,2024-10-31
P0047,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-13,2024-10-31
P0048,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-15,2024-10-31
P0048,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-14,2024-10-31
P0048,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-30,2024-10-31
P0048,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-03,2024-10-31
P0049,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-02,2024-10-31
P0049,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-26,2024-10-31
P0049,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-02,2024-10-31
P0049,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-12,2024-10-31
P0050,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-16,2024-10-31
P0050,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-12,2024-10-31
P0050,2024-10,TRN003,Workplace Harassment Prevention,Not Started,0,,2024-10-31
P0050,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-04,2024-10-31
P0051,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-03,2024-10-31
P0051,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-28,2024-10-31
P0051,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-08,2024-10-31
P0051,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-03,2024-10-31
P0052,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-26,2024-10-31
P0052,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-02,2024-10-31
P0052,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-09,2024-10-31
P0052,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-20,2024-10-31
P0053,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-16,2024-10-31
P0053,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-02,2024-10-31
P0053,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-14,2024-10-31
P0053,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-13,2024-10-31
P0054,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-12,2024-10-31
P0054,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-07,2024-10-31
P0054,2024-10,TRN003,Workplace Harassment Prevention,In Progress,83,,2024-10-31
P0054,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-28,2024-10-31
P0055,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-16,2024-10-31
P0055,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-13,2024-10-31
P0055,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-22,2024-10-31
P0055,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-12,2024-10-31
P0056,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-09,2024-10-31
P0056,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-20,2024-10-31
P0056,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-22,2024-10-31
P0056,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-03,2024-10-31
P0057,2024-10,TRN001,Annual Security Awareness,In Progress,60,,2024-10-31
P0057,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-11,2024-10-31
P0057,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-14,2024-10-31
P0057,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-08,2024-10-31
P0058,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-01,2024-10-31
P0058,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-24,2024-10-31
P0058,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-31,2024-10-31
P0058,2024-10,TRN004,Ethics & Compliance Fundamentals,In Progress,27,,2024-10-31
P0059,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-29,2024-10-31
P0059,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-19,2024-10-31
P0059,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-30,2024-10-31
P0059,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-17,2024-10-31
P0060,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-03,2024-10-31
P0060,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-09-30,2024-10-31
P0060,2024-10,TRN003,Workplace Harassment Prevention,Not Started,0,,2024-10-31
P0060,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-11,2024-10-31
P0061,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-24,2024-10-31
P0061,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-09-30,2024-10-31
P0061,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-01,2024-10-31
P0061,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-01,2024-10-31
P0062,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-01,2024-10-31
P0062,2024-10,TRN002,Data Protection Essentials (GDPR),Not Started,0,,2024-10-31
P0062,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-07,2024-10-31
P0062,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-11,2024-10-31
P0063,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-13,2024-10-31
P0063,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-06,2024-10-31
P0063,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-09,2024-10-31
P0063,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-17,2024-10-31
P0064,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-19,2024-10-31
P0064,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-17,2024-10-31
P0064,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-16,2024-10-31
P0064,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-09-30,2024-10-31
P0065,2024-10,TRN001,Annual Security Awareness,Not Started,0,,2024-10-31
P0065,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-03,2024-10-31
P0065,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-19,2024-10-31
P0065,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-09-30,2024-10-31
P0066,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-24,2024-10-31
P0066,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-15,2024-10-31
P0066,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-22,2024-10-31
P0066,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-08,2024-10-31
P0067,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-20,2024-10-31
P0067,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-23,2024-10-31
P0067,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-02,2024-10-31
P0067,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-20,2024-10-31
P0068,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-30,2024-10-31
P0068,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-09-30,2024-10-31
P0068,2024-10,TRN003,Workplace Harassment Prevention,In Progress,35,,2024-10-31
P0068,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-10,2024-10-31
P0069,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-04,2024-10-31
P0069,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-17,2024-10-31
P0069,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-21,2024-10-31
P0069,2024-10,TRN004,Ethics & Compliance Fundamentals,In Progress,48,,2024-10-31
P0070,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-06,2024-10-31
P0070,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-18,2024-10-31
P0070,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-04,2024-10-31
P0070,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-26,2024-10-31
P0071,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-22,2024-10-31
P0071,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-13,2024-10-31
P0071,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-11,2024-10-31
P0071,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-05,2024-10-31
P0072,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-03,2024-10-31
P0072,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-24,2024-10-31
P0072,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-05,2024-10-31
P0072,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-21,2024-10-31
P0073,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-29,2024-10-31
P0073,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-26,2024-10-31
P0073,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-13,2024-10-31
P0073,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-17,2024-10-31
P0074,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-08,2024-10-31
P0074,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-02,2024-10-31
P0074,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-21,2024-10-31
P0074,2024-10,TRN004,Ethics & Compliance Fundamentals,In Progress,89,,2024-10-31
P0075,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-23,2024-10-31
P0075,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-08,2024-10-31
P0075,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-23,2024-10-31
P0075,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-14,2024-10-31
P0076,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-03,2024-10-31
P0076,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-10,2024-10-31
P0076,2024-10,TRN003,Workplace Harassment Prevention,In Progress,38,,2024-10-31
P0076,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-29,2024-10-31
P0077,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-15,2024-10-31
P0077,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-18,2024-10-31
P0077,2024-10,TRN003,Workplace Harassment Prevention,In Progress,25,,2024-10-31
P0077,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-22,2024-10-31
P0078,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-08,2024-10-31
P0078,2024-10,TRN002,Data Protection Essentials (GDPR),In Progress,63,,2024-10-31
P0078,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-16,2024-10-31
P0078,2024-10,TRN004,Ethics & Compliance Fundamentals,Not Started,0,,2024-10-31
P0079,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-07,2024-10-31
P0079,2024-10,TRN002,Data Protection Essentials (GDPR),Not Started,0,,2024-10-31
P0079,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-17,2024-10-31
P0079,2024-10,TRN004,Ethics & Compliance Fundamentals,Not Started,0,,2024-10-31
P0080,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-23,2024-10-31
P0080,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-17,2024-10-31
P0080,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-13,2024-10-31
P0080,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-02,2024-10-31
P0081,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-10,2024-10-31
P0081,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-28,2024-10-31
P0081,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-22,2024-10-31
P0081,2024-10,TRN004,Ethics & Compliance Fundamentals,In Progress,46,,2024-10-31
P0082,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-11,2024-10-31
P0082,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-02,2024-10-31
P0082,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-04,2024-10-31
P0082,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-29,2024-10-31
P0083,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-16,2024-10-31
P0083,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-12,2024-10-31
P0083,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-25,2024-10-31
P0083,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-18,2024-10-31
P0084,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-10,2024-10-31
P0084,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-30,2024-10-31
P0084,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-30,2024-10-31
P0084,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-01,2024-10-31
P0085,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-30,2024-10-31
P0085,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-21,2024-10-31
P0085,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-07,2024-10-31
P0085,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-06,2024-10-31
P0086,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-24,2024-10-31
P0086,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-21,2024-10-31
P0086,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-09-30,2024-10-31
P0086,2024-10,TRN004,Ethics & Compliance Fundamentals,In Progress,30,,2024-10-31
P0087,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-15,2024-10-31
P0087,2024-10,TRN002,Data Protection Essentials (GDPR),Not Started,0,,2024-10-31
P0087,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-15,2024-10-31
P0087,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-12,2024-10-31
P0088,2024-10,TRN001,Annual Security Awareness,In Progress,71,,2024-10-31
P0088,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-29,2024-10-31
P0088,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-04,2024-10-31
P0088,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-21,2024-10-31
P0089,2024-10,TRN001,Annual Security Awareness,Not Started,0,,2024-10-31
P0089,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-05,2024-10-31
P0089,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-23,2024-10-31
P0089,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-12,2024-10-31
P0090,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-03,2024-10-31
P0090,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-02,2024-10-31
P0090,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-13,2024-10-31
P0090,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-25,2024-10-31
P0091,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-15,2024-10-31
P0091,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-28,2024-10-31
P0091,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-09,2024-10-31
P0091,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-14,2024-10-31
P0092,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-06,2024-10-31
P0092,2024-10,TRN002,Data Protection Essentials (GDPR),Not Started,0,,2024-10-31
P0092,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-17,2024-10-31
P0092,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-15,2024-10-31
P0093,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-26,2024-10-31
P0093,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-28,2024-10-31
P0093,2024-10,TRN003,Workplace Harassment Prevention,In Progress,26,,2024-10-31
P0093,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-14,2024-10-31
P0094,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-26,2024-10-31
P0094,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-22,2024-10-31
P0094,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-29,2024-10-31
P0094,2024-10,TRN004,Ethics & Compliance Fundamentals,Not Started,0,,2024-10-31
P0095,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-31,2024-10-31
P0095,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-30,2024-10-31
P0095,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-24,2024-10-31
P0095,2024-10,TRN004,Ethics & Compliance Fundamentals,Not Started,0,,2024-10-31
P0096,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-30,2024-10-31
P0096,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-02,2024-10-31
P0096,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-18,2024-10-31
P0096,2024-10,TRN004,Ethics & Compliance Fundamentals,In Progress,44,,2024-10-31
P0097,2024-10,TRN001,Annual Security Awareness,Not Started,0,,2024-10-31
P0097,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-22,2024-10-31
P0097,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-25,2024-10-31
P0097,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-24,2024-10-31
P0098,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-13,2024-10-31
P0098,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-07,2024-10-31
P0098,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-06,2024-10-31
P0098,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-23,2024-10-31
P0099,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-14,2024-10-31
P0099,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-24,2024-10-31
P0099,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-19,2024-10-31
P0099,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-19,2024-10-31
P0100,2024-10,TRN001,Annual Security Awareness,In Progress,28,,2024-10-31
P0100,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-18,2024-10-31
P0100,2024-10,TRN003,Workplace Harassment Prevention,In Progress,76,,2024-10-31
P0100,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-05,2024-10-31
P0101,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-22,2024-10-31
P0101,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-17,2024-10-31
P0101,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-12,2024-10-31
P0101,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-02,2024-10-31
